id,name,belongs_to,day_of_week,totala,totalf,acc,error
142660,1036 Silver Spring,1/2/2022,7,89,,,
142671,1046 Kingstowne,1/2/2022,7,55,,,
142762,1014 Columbia Heights,1/2/2022,7,702.12,,,
142680,1042 Bradlee,1/2/2022,7,1068.74,,,
142681,1020 Tysons,1/2/2022,7,420.65,,,
142671,1046 Kingstowne,1/2/2022,7,1050.45,,,
142686,1041 VCU,1/2/2022,7,1466.21,,,
142686,1041 VCU,1/2/2022,7,1334.98,,,
142671,1046 Kingstowne,1/2/2022,7,1113.4,,,
142683,1026 UPenn,1/2/2022,7,869.87,,,
142683,1026 UPenn,1/2/2022,7,41,,,
142700,1023 Astor Place,1/2/2022,7,677.46,,,
142700,1023 Astor Place,1/2/2022,7,36,,,
142660,1036 Silver Spring,1/2/2022,7,190,,,
142705,1002 U Street,1/2/2022,7,89,,,
142676,1053 Navy Yard,1/2/2022,7,2265.51,,,
142660,1036 Silver Spring,1/2/2022,7,1772.11,,,
142675,1006 Germantown,1/2/2022,7,1571.51,,,
142672,1049 Woodbridge,1/2/2022,7,1094.59,,,
142705,1002 U Street,1/2/2022,7,1626.5,,,
142675,1006 Germantown,1/2/2022,7,1510.56,,,
142705,1002 U Street,1/2/2022,7,1458.5,,,
142675,1006 Germantown,1/2/2022,7,164,,,
142676,1053 Navy Yard,1/2/2022,7,117,,,
142705,1002 U Street,1/2/2022,7,177,,,
142672,1049 Woodbridge,1/2/2022,7,57,,,
142659,1010 Springfield,1/2/2022,7,61,,,
142702,1059 Rosslyn,1/2/2022,7,115,,,
142760,1043 Willow Lawn,1/2/2022,7,397.23,,,
142702,1059 Rosslyn,1/2/2022,7,1099.99,,,
142685,1040 Charles Village,1/2/2022,7,1015.99,,,
142685,1040 Charles Village,1/2/2022,7,119,,,
142685,1040 Charles Village,1/2/2022,7,1131.39,,,
142685,1040 Charles Village,1/2/2022,7,65,,,
142679,1003 Brookland,1/2/2022,7,22,,,
142679,1003 Brookland,1/2/2022,7,242.05,,,
142675,1006 Germantown,1/2/2022,7,75,,,
142681,1020 Tysons,1/2/2022,7,442.23,,,
142680,1042 Bradlee,1/2/2022,7,58,,,
142687,1004 Bethesda,1/2/2022,7,594.05,,,
142680,1042 Bradlee,1/2/2022,7,121,,,
142680,1042 Bradlee,1/2/2022,7,1151.35,,,
142681,1020 Tysons,1/2/2022,7,25,,,
142681,1020 Tysons,1/2/2022,7,50,,,
142672,1049 Woodbridge,1/2/2022,7,1030.64,,,
142698,1015 Federal Hill,1/2/2022,7,89,,,
142698,1015 Federal Hill,1/2/2022,7,165,,,
142698,1015 Federal Hill,1/2/2022,7,1500.97,,,
142707,1031 Fair Oaks,1/2/2022,7,8,,,
142707,1031 Fair Oaks,1/2/2022,7,9,,,
142698,1015 Federal Hill,1/2/2022,7,1566.92,,,
142707,1031 Fair Oaks,1/2/2022,7,21.58,,,
142687,1004 Bethesda,1/2/2022,7,58,,,
142692,1048 Seven Corners,1/2/2022,7,84,,,
142707,1031 Fair Oaks,1/2/2022,7,21.58,,,
142699,1017 Georgetown,1/2/2022,7,21,,,
142699,1017 Georgetown,1/2/2022,7,37,,,
142699,1017 Georgetown,1/2/2022,7,325.26,,,
142692,1048 Seven Corners,1/2/2022,7,43,,,
142687,1004 Bethesda,1/2/2022,7,31,,,
142702,1059 Rosslyn,1/2/2022,7,998.59,,,
142684,1008 Pike + Rose,1/2/2022,7,61,,,
142684,1008 Pike + Rose,1/2/2022,7,1196.64,,,
142684,1008 Pike + Rose,1/2/2022,7,121,,,
142690,1005 Gaithersburg,1/2/2022,7,794.09,,,
142684,1008 Pike + Rose,1/2/2022,7,1086.95,,,
142656,1025 Ballston,1/2/2022,7,220,,,
142674,1037 Jersey City,1/2/2022,7,1194.06,,,
142674,1037 Jersey City,1/2/2022,7,129,,,
142674,1037 Jersey City,1/2/2022,7,1259.44,,,
142674,1037 Jersey City,1/2/2022,7,61,,,
142656,1025 Ballston,1/2/2022,7,1920.83,,,
142656,1025 Ballston,1/2/2022,7,2130.06,,,
142656,1025 Ballston,1/2/2022,7,118,,,
142690,1005 Gaithersburg,1/2/2022,7,912.49,,,
142659,1010 Springfield,1/2/2022,7,1025.26,,,
142659,1010 Springfield,1/2/2022,7,121,,,
142659,1010 Springfield,1/2/2022,7,1187.9,,,
142690,1005 Gaithersburg,1/2/2022,7,98,,,
142690,1005 Gaithersburg,1/2/2022,7,45,,,
142699,1017 Georgetown,1/2/2022,7,293.18,,,
142696,1047 College Park,1/2/2022,7,106.57,,,
142661,1018 Rittenhouse,1/2/2022,7,86,,,
142661,1018 Rittenhouse,1/2/2022,7,1719.08,,,
142696,1047 College Park,1/2/2022,7,18,,,
142661,1018 Rittenhouse,1/2/2022,7,185,,,
142657,1027 Potomac Yard,1/2/2022,7,141,,,
142694,1032 Can Company,1/2/2022,7,998.44,,,
142694,1032 Can Company,1/2/2022,7,104,,,
142694,1032 Can Company,1/2/2022,7,1101.76,,,
142694,1032 Can Company,1/2/2022,7,67,,,
142661,1018 Rittenhouse,1/2/2022,7,1675.92,,,
142701,1058 Bel Air,1/2/2022,7,59,,,
142683,1026 UPenn,1/2/2022,7,738.76,,,
142701,1058 Bel Air,1/2/2022,7,528.92,,,
142696,1047 College Park,1/2/2022,7,155.52,,,
142683,1026 UPenn,1/2/2022,7,85,,,
142696,1047 College Park,1/2/2022,7,14,,,
142701,1058 Bel Air,1/2/2022,7,489.76,,,
142701,1058 Bel Air,1/2/2022,7,24,,,
142692,1048 Seven Corners,1/2/2022,7,830.02,,,
142692,1048 Seven Corners,1/2/2022,7,730.12,,,
142686,1041 VCU,1/2/2022,7,79,,,
142657,1027 Potomac Yard,1/2/2022,7,1303.82,,,
142657,1027 Potomac Yard,1/2/2022,7,1211.17,,,
142657,1027 Potomac Yard,1/2/2022,7,76,,,
142678,1028 Reston,1/2/2022,7,54,,,
142678,1028 Reston,1/2/2022,7,836.45,,,
142691,1051 Carlyle,1/2/2022,7,162,,,
142691,1051 Carlyle,1/2/2022,7,1643.68,,,
142662,1021 Nomad,1/2/2022,7,8,,,
142662,1021 Nomad,1/2/2022,7,252.59,,,
142662,1021 Nomad,1/2/2022,7,29,,,
142662,1021 Nomad,1/2/2022,7,204.63,,,
142695,1013 Dupont,1/2/2022,7,196.74,,,
142700,1023 Astor Place,1/2/2022,7,636,,,
142691,1051 Carlyle,1/2/2022,7,1597.7,,,
142695,1013 Dupont,1/2/2022,7,20,,,
142682,1011 Barracks Row,1/2/2022,7,134,,,
142695,1013 Dupont,1/2/2022,7,213.32,,,
142695,1013 Dupont,1/2/2022,7,13,,,
142678,1028 Reston,1/2/2022,7,787.29,,,
142678,1028 Reston,1/2/2022,7,99,,,
142679,1003 Brookland,1/2/2022,7,231.26,,,
142679,1003 Brookland,1/2/2022,7,16,,,
142760,1043 Willow Lawn,1/2/2022,7,27,,,
142686,1041 VCU,1/2/2022,7,145,,,
142760,1043 Willow Lawn,1/2/2022,7,430.1,,,
142760,1043 Willow Lawn,1/2/2022,7,44,,,
142691,1051 Carlyle,1/2/2022,7,71,,,
142689,1009 E Street,1/2/2022,7,1,,,
142677,1001 H Street,1/2/2022,7,1248.26,,,
142677,1001 H Street,1/2/2022,7,1307.96,,,
142672,1049 Woodbridge,1/2/2022,7,121,,,
142693,1034 Wall Street,1/2/2022,7,537.41,,,
142677,1001 H Street,1/2/2022,7,129,,,
142702,1059 Rosslyn,1/2/2022,7,65,,,
142689,1009 E Street,1/2/2022,7,0,,,
142688,1052 Dulles 28,1/2/2022,7,40,,,
142689,1009 E Street,1/2/2022,7,0,,,
142688,1052 Dulles 28,1/2/2022,7,77,,,
142688,1052 Dulles 28,1/2/2022,7,775.83,,,
142677,1001 H Street,1/2/2022,7,78,,,
142689,1009 E Street,1/2/2022,7,1,,,
142688,1052 Dulles 28,1/2/2022,7,636.81,,,
142693,1034 Wall Street,1/2/2022,7,59,,,
142693,1034 Wall Street,1/2/2022,7,36,,,
142687,1004 Bethesda,1/2/2022,7,556.18,,,
142693,1034 Wall Street,1/2/2022,7,525.92,,,
142700,1023 Astor Place,1/2/2022,7,77,,,
142762,1014 Columbia Heights,1/2/2022,7,47,,,
142676,1053 Navy Yard,1/2/2022,7,248,,,
142676,1053 Navy Yard,1/2/2022,7,2387.2,,,
142655,1016 Hotel Hive,1/2/2022,7,205.36,,,
142655,1016 Hotel Hive,1/2/2022,7,205.36,,,
142655,1016 Hotel Hive,1/2/2022,7,28,,,
142762,1014 Columbia Heights,1/2/2022,7,745.78,,,
142671,1046 Kingstowne,1/2/2022,7,120,,,
142762,1014 Columbia Heights,1/2/2022,7,78,,,
142655,1016 Hotel Hive,1/2/2022,7,12,,,
142682,1011 Barracks Row,1/2/2022,7,1528.92,,,
142682,1011 Barracks Row,1/2/2022,7,77,,,
142658,1045 Maryland City,1/2/2022,7,47,,,
142658,1045 Maryland City,1/2/2022,7,764.52,,,
142658,1045 Maryland City,1/2/2022,7,89,,,
142658,1045 Maryland City,1/2/2022,7,789.1,,,
142682,1011 Barracks Row,1/2/2022,7,1400.97,,,
142660,1036 Silver Spring,1/2/2022,7,1645.13,,,
142693,1034 Wall Street,1/3/2022,1,1767.26,,,
142673,1024 PG Mall,1/3/2022,1,667.5,,,
142685,1040 Charles Village,1/3/2022,1,126,,,
142690,1005 Gaithersburg,1/3/2022,1,295.36,,,
142690,1005 Gaithersburg,1/3/2022,1,337.73,,,
142690,1005 Gaithersburg,1/3/2022,1,34,,,
142695,1013 Dupont,1/3/2022,1,14,,,
142676,1053 Navy Yard,1/3/2022,1,126,,,
142695,1013 Dupont,1/3/2022,1,5,,,
142695,1013 Dupont,1/3/2022,1,116.77,,,
142685,1040 Charles Village,1/3/2022,1,1848.19,,,
142688,1052 Dulles 28,1/3/2022,1,154,,,
142691,1051 Carlyle,1/3/2022,1,568.8,,,
142692,1048 Seven Corners,1/3/2022,1,31,,,
142681,1020 Tysons,1/3/2022,1,708.72,,,
142659,1010 Springfield,1/3/2022,1,74,,,
142678,1028 Reston,1/3/2022,1,107,,,
142671,1046 Kingstowne,1/3/2022,1,318.69,,,
142678,1028 Reston,1/3/2022,1,225,,,
142762,1014 Columbia Heights,1/3/2022,1,1280.53,,,
142678,1028 Reston,1/3/2022,1,2062.18,,,
142762,1014 Columbia Heights,1/3/2022,1,84,,,
142671,1046 Kingstowne,1/3/2022,1,340.27,,,
142679,1003 Brookland,1/3/2022,1,94,,,
142678,1028 Reston,1/3/2022,1,1946.78,,,
142681,1020 Tysons,1/3/2022,1,42,,,
142681,1020 Tysons,1/3/2022,1,101,,,
142695,1013 Dupont,1/3/2022,1,111.77,,,
142671,1046 Kingstowne,1/3/2022,1,14,,,
142677,1001 H Street,1/3/2022,1,87,,,
142677,1001 H Street,1/3/2022,1,46,,,
142671,1046 Kingstowne,1/3/2022,1,34,,,
142683,1026 UPenn,1/3/2022,1,2329.6,,,
142689,1009 E Street,1/3/2022,1,1038.81,,,
142762,1014 Columbia Heights,1/3/2022,1,150,,,
142677,1001 H Street,1/3/2022,1,746.34,,,
142677,1001 H Street,1/3/2022,1,815.29,,,
142685,1040 Charles Village,1/3/2022,1,2177.81,,,
142673,1024 PG Mall,1/3/2022,1,638.17,,,
142656,1025 Ballston,1/3/2022,1,340,,,
142692,1048 Seven Corners,1/3/2022,1,293.67,,,
142699,1017 Georgetown,1/3/2022,1,181.46,,,
142676,1053 Navy Yard,1/3/2022,1,1245.01,,,
142662,1021 Nomad,1/3/2022,1,104,,,
142679,1003 Brookland,1/3/2022,1,1426.39,,,
142676,1053 Navy Yard,1/3/2022,1,1152.97,,,
142693,1034 Wall Street,1/3/2022,1,1685.58,,,
142683,1026 UPenn,1/3/2022,1,134,,,
142699,1017 Georgetown,1/3/2022,1,10,,,
142689,1009 E Street,1/3/2022,1,1055.89,,,
142694,1032 Can Company,1/3/2022,1,73,,,
142694,1032 Can Company,1/3/2022,1,1370.17,,,
142658,1045 Maryland City,1/3/2022,1,1610.21,,,
142699,1017 Georgetown,1/3/2022,1,23,,,
142661,1018 Rittenhouse,1/3/2022,1,2789.8,,,
142661,1018 Rittenhouse,1/3/2022,1,163,,,
142661,1018 Rittenhouse,1/3/2022,1,2714.98,,,
142658,1045 Maryland City,1/3/2022,1,84,,,
142681,1020 Tysons,1/3/2022,1,654.27,,,
142661,1018 Rittenhouse,1/3/2022,1,309,,,
142658,1045 Maryland City,1/3/2022,1,1414.53,,,
142690,1005 Gaithersburg,1/3/2022,1,18,,,
142675,1006 Germantown,1/3/2022,1,106,,,
142698,1015 Federal Hill,1/3/2022,1,81,,,
142675,1006 Germantown,1/3/2022,1,43,,,
142679,1003 Brookland,1/3/2022,1,1632.69,,,
142675,1006 Germantown,1/3/2022,1,784.23,,,
142686,1041 VCU,1/3/2022,1,101,,,
142686,1041 VCU,1/3/2022,1,203,,,
142694,1032 Can Company,1/3/2022,1,1223.48,,,
142676,1053 Navy Yard,1/3/2022,1,64,,,
142672,1049 Woodbridge,1/3/2022,1,31,,,
142705,1002 U Street,1/3/2022,1,34,,,
142689,1009 E Street,1/3/2022,1,116,,,
142685,1040 Charles Village,1/3/2022,1,221,,,
142705,1002 U Street,1/3/2022,1,53,,,
142696,1047 College Park,1/3/2022,1,36,,,
142655,1016 Hotel Hive,1/3/2022,1,659.36,,,
142686,1041 VCU,1/3/2022,1,1803.59,,,
142705,1002 U Street,1/3/2022,1,474.16,,,
142658,1045 Maryland City,1/3/2022,1,165,,,
142689,1009 E Street,1/3/2022,1,56,,,
142691,1051 Carlyle,1/3/2022,1,557.51,,,
142683,1026 UPenn,1/3/2022,1,2067.3,,,
142705,1002 U Street,1/3/2022,1,526.82,,,
142696,1047 College Park,1/3/2022,1,20,,,
142656,1025 Ballston,1/3/2022,1,2967.03,,,
142660,1036 Silver Spring,1/3/2022,1,2212.87,,,
142701,1058 Bel Air,1/3/2022,1,1970.5,,,
142675,1006 Germantown,1/3/2022,1,942.08,,,
142700,1023 Astor Place,1/3/2022,1,80,,,
142655,1016 Hotel Hive,1/3/2022,1,685.94,,,
142700,1023 Astor Place,1/3/2022,1,123,,,
142698,1015 Federal Hill,1/3/2022,1,1485.51,,,
142698,1015 Federal Hill,1/3/2022,1,1597.15,,,
142698,1015 Federal Hill,1/3/2022,1,168,,,
142680,1042 Bradlee,1/3/2022,1,2088.39,,,
142696,1047 College Park,1/3/2022,1,233.97,,,
142656,1025 Ballston,1/3/2022,1,177,,,
142659,1010 Springfield,1/3/2022,1,1534.44,,,
142659,1010 Springfield,1/3/2022,1,170,,,
142696,1047 College Park,1/3/2022,1,349.66,,,
142682,1011 Barracks Row,1/3/2022,1,1776.94,,,
142702,1059 Rosslyn,1/3/2022,1,973.04,,,
142760,1043 Willow Lawn,1/3/2022,1,24,,,
142700,1023 Astor Place,1/3/2022,1,1151.76,,,
142660,1036 Silver Spring,1/3/2022,1,2371.47,,,
142693,1034 Wall Street,1/3/2022,1,179,,,
142694,1032 Can Company,1/3/2022,1,144,,,
142702,1059 Rosslyn,1/3/2022,1,119,,,
142660,1036 Silver Spring,1/3/2022,1,272,,,
142660,1036 Silver Spring,1/3/2022,1,125,,,
142693,1034 Wall Street,1/3/2022,1,104,,,
142760,1043 Willow Lawn,1/3/2022,1,52,,,
142672,1049 Woodbridge,1/3/2022,1,289.21,,,
142760,1043 Willow Lawn,1/3/2022,1,421.99,,,
142760,1043 Willow Lawn,1/3/2022,1,421.99,,,
142697,1039 Union,1/3/2022,1,1841.86,,,
142762,1014 Columbia Heights,1/3/2022,1,1442.3,,,
142707,1031 Fair Oaks,1/3/2022,1,28,,,
142655,1016 Hotel Hive,1/3/2022,1,102,,,
142655,1016 Hotel Hive,1/3/2022,1,51,,,
142707,1031 Fair Oaks,1/3/2022,1,18,,,
142679,1003 Brookland,1/3/2022,1,177,,,
142691,1051 Carlyle,1/3/2022,1,61,,,
142680,1042 Bradlee,1/3/2022,1,103,,,
142692,1048 Seven Corners,1/3/2022,1,293.67,,,
142697,1039 Union,1/3/2022,1,1782.91,,,
142702,1059 Rosslyn,1/3/2022,1,1044.07,,,
142682,1011 Barracks Row,1/3/2022,1,88,,,
142707,1031 Fair Oaks,1/3/2022,1,195.04,,,
142707,1031 Fair Oaks,1/3/2022,1,195.04,,,
142687,1004 Bethesda,1/3/2022,1,195,,,
142682,1011 Barracks Row,1/3/2022,1,185,,,
142687,1004 Bethesda,1/3/2022,1,1739.77,,,
142691,1051 Carlyle,1/3/2022,1,27,,,
142672,1049 Woodbridge,1/3/2022,1,289.21,,,
142692,1048 Seven Corners,1/3/2022,1,15,,,
142700,1023 Astor Place,1/3/2022,1,1198.72,,,
142697,1039 Union,1/3/2022,1,225,,,
142683,1026 UPenn,1/3/2022,1,241,,,
142701,1058 Bel Air,1/3/2022,1,2148.46,,,
142657,1027 Potomac Yard,1/3/2022,1,56,,,
142657,1027 Potomac Yard,1/3/2022,1,26,,,
142701,1058 Bel Air,1/3/2022,1,95,,,
142699,1017 Georgetown,1/3/2022,1,192.25,,,
142682,1011 Barracks Row,1/3/2022,1,1901.1,,,
142701,1058 Bel Air,1/3/2022,1,226,,,
142674,1037 Jersey City,1/3/2022,1,315,,,
142674,1037 Jersey City,1/3/2022,1,140,,,
142674,1037 Jersey City,1/3/2022,1,2824.08,,,
142688,1052 Dulles 28,1/3/2022,1,1438.92,,,
142674,1037 Jersey City,1/3/2022,1,3028.11,,,
142688,1052 Dulles 28,1/3/2022,1,1372.25,,,
142657,1027 Potomac Yard,1/3/2022,1,466.98,,,
142657,1027 Potomac Yard,1/3/2022,1,348.29,,,
142687,1004 Bethesda,1/3/2022,1,106,,,
142656,1025 Ballston,1/3/2022,1,3156.42,,,
142680,1042 Bradlee,1/3/2022,1,1966.41,,,
142687,1004 Bethesda,1/3/2022,1,1877.08,,,
142686,1041 VCU,1/3/2022,1,1568.29,,,
142659,1010 Springfield,1/3/2022,1,1431.33,,,
142702,1059 Rosslyn,1/3/2022,1,62,,,
142672,1049 Woodbridge,1/3/2022,1,12,,,
142688,1052 Dulles 28,1/3/2022,1,69,,,
142697,1039 Union,1/3/2022,1,99,,,
142662,1021 Nomad,1/3/2022,1,1770.77,,,
142662,1021 Nomad,1/3/2022,1,1980.04,,,
142673,1024 PG Mall,1/3/2022,1,39,,,
142680,1042 Bradlee,1/3/2022,1,218,,,
142662,1021 Nomad,1/3/2022,1,189,,,
142673,1024 PG Mall,1/3/2022,1,74,,,
142679,1003 Brookland,1/4/2022,2,1001.97,,,
142687,1004 Bethesda,1/4/2022,2,154,,,
142659,1010 Springfield,1/4/2022,2,252,,,
142707,1031 Fair Oaks,1/4/2022,2,82,,,
142707,1031 Fair Oaks,1/4/2022,2,141,,,
142707,1031 Fair Oaks,1/4/2022,2,1166.32,,,
142707,1031 Fair Oaks,1/4/2022,2,1288.76,,,
142762,1014 Columbia Heights,1/4/2022,2,150,,,
142762,1014 Columbia Heights,1/4/2022,2,1444.25,,,
142688,1052 Dulles 28,1/4/2022,2,1933.91,,,
142688,1052 Dulles 28,1/4/2022,2,222,,,
142688,1052 Dulles 28,1/4/2022,2,109,,,
142685,1040 Charles Village,1/4/2022,2,159,,,
142685,1040 Charles Village,1/4/2022,2,2712.36,,,
142688,1052 Dulles 28,1/4/2022,2,1799.64,,,
142699,1017 Georgetown,1/4/2022,2,122,,,
142681,1020 Tysons,1/4/2022,2,260,,,
142681,1020 Tysons,1/4/2022,2,2264.29,,,
142681,1020 Tysons,1/4/2022,2,116,,,
142685,1040 Charles Village,1/4/2022,2,297,,,
142681,1020 Tysons,1/4/2022,2,2050.57,,,
142699,1017 Georgetown,1/4/2022,2,1088.56,,,
142674,1037 Jersey City,1/4/2022,2,2691.42,,,
142682,1011 Barracks Row,1/4/2022,2,1782.55,,,
142682,1011 Barracks Row,1/4/2022,2,180,,,
142675,1006 Germantown,1/4/2022,2,202,,,
142691,1051 Carlyle,1/4/2022,2,2010.16,,,
142691,1051 Carlyle,1/4/2022,2,223,,,
142691,1051 Carlyle,1/4/2022,2,95,,,
142691,1051 Carlyle,1/4/2022,2,1922.92,,,
142682,1011 Barracks Row,1/4/2022,2,92,,,
142674,1037 Jersey City,1/4/2022,2,2945.65,,,
142674,1037 Jersey City,1/4/2022,2,278,,,
142674,1037 Jersey City,1/4/2022,2,155,,,
142680,1042 Bradlee,1/4/2022,2,3014.46,,,
142659,1010 Springfield,1/4/2022,2,2223.3,,,
142682,1011 Barracks Row,1/4/2022,2,1956.48,,,
142702,1059 Rosslyn,1/4/2022,2,1858.91,,,
142656,1025 Ballston,1/4/2022,2,391,,,
142658,1045 Maryland City,1/4/2022,2,3676.22,,,
142658,1045 Maryland City,1/4/2022,2,3382.14,,,
142702,1059 Rosslyn,1/4/2022,2,193,,,
142702,1059 Rosslyn,1/4/2022,2,111,,,
142702,1059 Rosslyn,1/4/2022,2,1668.98,,,
142658,1045 Maryland City,1/4/2022,2,394,,,
142658,1045 Maryland City,1/4/2022,2,208,,,
142656,1025 Ballston,1/4/2022,2,207,,,
142695,1013 Dupont,1/4/2022,2,835.18,,,
142695,1013 Dupont,1/4/2022,2,79,,,
142699,1017 Georgetown,1/4/2022,2,1145.78,,,
142690,1005 Gaithersburg,1/4/2022,2,131,,,
142695,1013 Dupont,1/4/2022,2,44,,,
142673,1024 PG Mall,1/4/2022,2,4014.17,,,
142695,1013 Dupont,1/4/2022,2,818.39,,,
142673,1024 PG Mall,1/4/2022,2,4540.05,,,
142673,1024 PG Mall,1/4/2022,2,467,,,
142673,1024 PG Mall,1/4/2022,2,253,,,
142686,1041 VCU,1/4/2022,2,1577.2,,,
142662,1021 Nomad,1/4/2022,2,1924.21,,,
142690,1005 Gaithersburg,1/4/2022,2,275,,,
142662,1021 Nomad,1/4/2022,2,110,,,
142690,1005 Gaithersburg,1/4/2022,2,2218.2,,,
142662,1021 Nomad,1/4/2022,2,191,,,
142694,1032 Can Company,1/4/2022,2,1773.2,,,
142662,1021 Nomad,1/4/2022,2,1817.81,,,
142760,1043 Willow Lawn,1/4/2022,2,204,,,
142760,1043 Willow Lawn,1/4/2022,2,1872.96,,,
142760,1043 Willow Lawn,1/4/2022,2,104,,,
142690,1005 Gaithersburg,1/4/2022,2,2498.12,,,
142760,1043 Willow Lawn,1/4/2022,2,1748.26,,,
142687,1004 Bethesda,1/4/2022,2,2864.48,,,
142698,1015 Federal Hill,1/4/2022,2,77,,,
142698,1015 Federal Hill,1/4/2022,2,158,,,
142698,1015 Federal Hill,1/4/2022,2,1539.98,,,
142698,1015 Federal Hill,1/4/2022,2,1435.66,,,
142657,1027 Potomac Yard,1/4/2022,2,219,,,
142657,1027 Potomac Yard,1/4/2022,2,461,,,
142655,1016 Hotel Hive,1/4/2022,2,110,,,
142657,1027 Potomac Yard,1/4/2022,2,3799.84,,,
142655,1016 Hotel Hive,1/4/2022,2,247,,,
142657,1027 Potomac Yard,1/4/2022,2,3977.61,,,
142687,1004 Bethesda,1/4/2022,2,312,,,
142655,1016 Hotel Hive,1/4/2022,2,1992.09,,,
142655,1016 Hotel Hive,1/4/2022,2,2040.75,,,
142678,1028 Reston,1/4/2022,2,235,,,
142678,1028 Reston,1/4/2022,2,2206.72,,,
142678,1028 Reston,1/4/2022,2,122,,,
142677,1001 H Street,1/4/2022,2,103,,,
142677,1001 H Street,1/4/2022,2,177,,,
142677,1001 H Street,1/4/2022,2,1651.26,,,
142677,1001 H Street,1/4/2022,2,1563.52,,,
142661,1018 Rittenhouse,1/4/2022,2,2913.48,,,
142661,1018 Rittenhouse,1/4/2022,2,2854.52,,,
142661,1018 Rittenhouse,1/4/2022,2,326,,,
142661,1018 Rittenhouse,1/4/2022,2,175,,,
142686,1041 VCU,1/4/2022,2,2033.55,,,
142696,1047 College Park,1/4/2022,2,943,,,
142686,1041 VCU,1/4/2022,2,207,,,
142694,1032 Can Company,1/4/2022,2,1861.31,,,
142696,1047 College Park,1/4/2022,2,82,,,
142696,1047 College Park,1/4/2022,2,1258.12,,,
142696,1047 College Park,1/4/2022,2,151,,,
142686,1041 VCU,1/4/2022,2,108,,,
142694,1032 Can Company,1/4/2022,2,196,,,
142694,1032 Can Company,1/4/2022,2,100,,,
142684,1008 Pike + Rose,1/4/2022,2,156,,,
142684,1008 Pike + Rose,1/4/2022,2,328,,,
142684,1008 Pike + Rose,1/4/2022,2,3075.36,,,
142660,1036 Silver Spring,1/4/2022,2,181,,,
142675,1006 Germantown,1/4/2022,2,3607.63,,,
142676,1053 Navy Yard,1/4/2022,2,131,,,
142700,1023 Astor Place,1/4/2022,2,1094.14,,,
142676,1053 Navy Yard,1/4/2022,2,245,,,
142676,1053 Navy Yard,1/4/2022,2,2185.81,,,
142676,1053 Navy Yard,1/4/2022,2,2011.67,,,
142700,1023 Astor Place,1/4/2022,2,114,,,
142700,1023 Astor Place,1/4/2022,2,1119.62,,,
142700,1023 Astor Place,1/4/2022,2,70,,,
142684,1008 Pike + Rose,1/4/2022,2,2806.4,,,
142660,1036 Silver Spring,1/4/2022,2,379,,,
142660,1036 Silver Spring,1/4/2022,2,3018.8,,,
142659,1010 Springfield,1/4/2022,2,136,,,
142660,1036 Silver Spring,1/4/2022,2,3523.35,,,
142685,1040 Charles Village,1/4/2022,2,2525.39,,,
142679,1003 Brookland,1/4/2022,2,1133.66,,,
142697,1039 Union,1/4/2022,2,1344.72,,,
142679,1003 Brookland,1/4/2022,2,115,,,
142675,1006 Germantown,1/4/2022,2,4059.02,,,
142692,1048 Seven Corners,1/4/2022,2,1535.52,,,
142693,1034 Wall Street,1/4/2022,2,1591.66,,,
142699,1017 Georgetown,1/4/2022,2,69,,,
142693,1034 Wall Street,1/4/2022,2,1689.57,,,
142693,1034 Wall Street,1/4/2022,2,199,,,
142693,1034 Wall Street,1/4/2022,2,97,,,
142689,1009 E Street,1/4/2022,2,141,,,
142671,1046 Kingstowne,1/4/2022,2,142,,,
142671,1046 Kingstowne,1/4/2022,2,312,,,
142671,1046 Kingstowne,1/4/2022,2,2990.31,,,
142671,1046 Kingstowne,1/4/2022,2,2743.85,,,
142705,1002 U Street,1/4/2022,2,1921.31,,,
142692,1048 Seven Corners,1/4/2022,2,1790.21,,,
142697,1039 Union,1/4/2022,2,1398.67,,,
142692,1048 Seven Corners,1/4/2022,2,180,,,
142705,1002 U Street,1/4/2022,2,223,,,
142659,1010 Springfield,1/4/2022,2,2381.57,,,
142697,1039 Union,1/4/2022,2,171,,,
142697,1039 Union,1/4/2022,2,79,,,
142692,1048 Seven Corners,1/4/2022,2,82,,,
142705,1002 U Street,1/4/2022,2,113,,,
142705,1002 U Street,1/4/2022,2,1754.66,,,
142683,1026 UPenn,1/4/2022,2,125,,,
142678,1028 Reston,1/4/2022,2,2003.46,,,
142680,1042 Bradlee,1/4/2022,2,176,,,
142672,1049 Woodbridge,1/4/2022,2,119,,,
142701,1058 Bel Air,1/4/2022,2,2119.97,,,
142683,1026 UPenn,1/4/2022,2,220,,,
142683,1026 UPenn,1/4/2022,2,2169.47,,,
142701,1058 Bel Air,1/4/2022,2,251,,,
142672,1049 Woodbridge,1/4/2022,2,284,,,
142689,1009 E Street,1/4/2022,2,1289.43,,,
142689,1009 E Street,1/4/2022,2,80,,,
142701,1058 Bel Air,1/4/2022,2,96,,,
142689,1009 E Street,1/4/2022,2,1170.53,,,
142701,1058 Bel Air,1/4/2022,2,1820.56,,,
142672,1049 Woodbridge,1/4/2022,2,2488.5,,,
142680,1042 Bradlee,1/4/2022,2,343,,,
142687,1004 Bethesda,1/4/2022,2,3046.53,,,
142679,1003 Brookland,1/4/2022,2,65,,,
142680,1042 Bradlee,1/4/2022,2,3225.14,,,
142683,1026 UPenn,1/4/2022,2,1901.57,,,
